Unnamed: 0.1,Unnamed: 0,id,Nombre,Nemo,Tipo,Potencia,Region,F_desde,F_hasta,lat,lon,provincia
29,29,542.0,CHIMBE 1 FOTOVO,CHI1FV,solar,2.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.989245141752026,-68.5398727329395,San Juan
30,30,916.0,P.S.F.V. CAÑADA HONDA IV,HON4FV,solar,0.71,CUY,2023-02-09T03:00:00Z,9999-12-31T03:00:00Z,-31.99056410590285,-68.54068510883175,San Juan
31,31,872.0,P.S. TIERRA SANTA,TSANFV,solar,0.45,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.084507724656255,-65.68222701892935,San Luis
32,32,712.0,Cerros del Sol,CSOLFV,solar,5.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.18624833124323,-66.34941509344672,San Luis
33,33,715.0,S. de la Punta,SPUNFV,solar,5.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.19333825598006,-66.34981282730423,San Luis
34,34,679.0,P.S. Caldenes O,CALOFV,solar,24.75,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.29868333,-66.38711943999996,San Luis
35,35,680.0,P.S. La Cumbre,CUMBFV,solar,22.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.3186717325157,-66.17107308101984,San Luis
36,36,858.0,P.S. La Cumbre II,CUM2FV,solar,4.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.32340684320747,-66.16861242253174,San Luis
0,0,422.0,PIQUIRENDA,PIQI,termicas,30.4,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-22.349970943657965,-63.76665490190368,Salta
1,1,398.0,TARTAGAL,TART,termicas,11.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-22.541200242528404,-63.80534389557549,Salta
2,2,493.0,ORAN ENARSA,ORAD,termicas,15.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-23.135167273740308,-64.29926184369165,Salta
3,3,513.0,SMARTIN TABACAL,TABA,termicas,40.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-23.25376052219842,-64.24109681547459,Salta
4,4,627.0,CAIMANCITO,CAIM,termicas,89.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-23.733133011473868,-64.61513005777618,Jujuy
5,5,462.0,LIB. SAN MARTIN,LIBE,termicas,15.26,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-23.82246173020451,-64.78427282050023,Jujuy
6,6,114.0,LEDESMA,LEDE,termicas,76.2,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-23.82715824926344,-64.7933588752294,Jujuy
7,7,25.0,GUEMES,GUEM,termicas,364.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.68926954182476,-65.04172110635048,Salta
8,8,349.0,TERMOANDES,TAND,termicas,643.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-24.7437960153283,-65.05190139587384,Salta
9,9,459.0,JUAREZ,JUAR,termicas,4.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-23.90892270532568,-61.831563996514575,Formosa
10,10,463.0,LAG. BLANCA,LBLA,termicas,7.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.128954266799667,-58.25965456382449,Formosa
11,11,425.0,PIRANE,PIRA,termicas,16.25,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.67873072069108,-59.07550691615396,Formosa
12,12,440.0,FORMOSA DELIVER,FORD,termicas,30.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.17565934400148,-58.20991074534303,Formosa
13,13,417.0,CASTELLI,CAST,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.95640323976413,-60.62031079379415,Chaco
14,14,586.0,P.ROCA CHACO,PROC,termicas,6.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.157233921511995,-59.553848337272,Chaco
15,15,585.0,S.MART. CHACO,SCHA,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.5583660715767,-59.32006831185238,Chaco
16,16,471.0,L.PALMAS ENARSA,LPAL,termicas,6.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.02869439112287,-58.69954545534392,Chaco
17,17,418.0,SAENZ PEÑA,SPEN,termicas,20.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.815665059824862,-60.41172834873285,Chaco
18,18,476.0,SAENZ PEÑA II,SPE2,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.81507473905149,-60.412545878552926,Chaco
19,19,466.0,CHARATA ENARSA,CHAR,termicas,19.4,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.2372619580196,-61.19439827149748,Chaco
20,20,470.0,V.ANGELA ENARSA,VANG,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.58051222510698,-60.7098754608175,Chaco
21,21,756.0,C.T. LA ESCONDIDA.  INDUNOR S.A.,ESCO,termicas,10.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.10676027119267,-59.44265911599612,Chaco
22,22,584.0,BARRANQ. DISTRI,BARD,termicas,21.7,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.491004495261315,-58.92909560490445,Chaco
23,23,749.0,C.T. CITRUSVIL,CITR,termicas,3.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.85245015264721,-65.13588815059951,Tucumán
24,24,666.0,INDEP 2 ETAP 1,IND1,termicas,50.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.86464914803919,-65.22326356560201,Tucumán
25,25,667.0,INDEP 2 ETAP 2,IND2,termicas,50.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.86499678492313,-65.22332641957351,Tucumán
26,26,15.0,INDEPENDENCIA,INDE,termicas,120.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.866794333986213,-65.22301939474096,Tucumán
27,27,668.0,C.T BRACHO,BRCH,termicas,485.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.99696942189305,-65.17048057460576,Tucumán
28,28,200.0,C.T. TUCUMAN,TUCU,termicas,447.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.99733868930608,-65.16808022600098,Tucumán
29,29,350.0,PLUSPETROL NORT,PPNO,termicas,232.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.99548532876701,-65.1614225417492,Tucumán
30,30,176.0,S.M. DE TUCUMAN,SMTU,termicas,382.23,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.993419103954864,-65.1684229506896,Tucumán
31,31,776.0,C.T. COGENERACIÓN INGENIO LEALES,LEAL,termicas,2.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.074066735983585,-65.22887986557488,Tucumán
32,32,574.0,LA PROVIDENCIA,PROV,termicas,9.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.264532011040103,-65.56783219927311,Tucumán
33,33,464.0,ING.STA.BARBARA,ISBA,termicas,16.2,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.464838858915023,-65.65374130495685,Tucumán
34,34,17.0,LA BANDA,LBAN,termicas,26.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.75305658645818,-64.2649296958281,Santiago del Estero
35,35,18.0,FRIAS,FRIA,termicas,60.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.607169656661497,-65.12262691714784,Santiago del Estero
36,36,414.0,AÑATUYA,ANAT,termicas,30.7,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.44561968841235,-62.85533275918131,Santiago del Estero
37,37,583.0,BANDERA DISTRIB,BAND,termicas,31.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.874967921822662,-62.28013212270625,Santiago del Estero
38,38,467.0,CT GOYA ENARSA,GOYD,termicas,13.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-29.15848132887577,-59.2733093628777,Corrientes
39,39,423.0,STA ROSA CORR,SROS,termicas,6.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.26262937671585,-58.12278750304541,Corrientes
40,40,677.0,BM Santa Rosa,BSRO,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.23819438351658,-58.06710058964008,Corrientes
41,41,735.0,C.T. SAN ALONSO,ALON,termicas,37.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.945407799224007,-56.00087105017925,Corrientes
42,42,395.0,POSADAS,POSA,termicas,21.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.41832872081668,-55.90972371559054,Misiones
43,43,492.0,L N ALEM ENARSA,ALEM,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.60904675397888,-55.2866667069672,Misiones
44,44,394.0,OBERA,OBER,termicas,12.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.50188391936878,-55.12444298722673,Misiones
45,45,468.0,A.D.VALL.ENARSA,ARIS,termicas,15.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-27.09228129729855,-54.86259001506211,Misiones
46,46,,PPEL MISIONERO,,termicas,22.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.936095880140066,-55.12240324648159,Misiones
47,47,461.0,A.P. PTO PIRAY,PUPI,termicas,38.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.47552622736844,-54.72040328180545,Misiones
48,48,695.0,AG PTO ESPERANZ,PESP,termicas,4.2,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-26.02825538876872,-54.58467881989575,Misiones
49,49,,PTA CELULOSA,,termicas,30.0,NEA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-25.98843696927213,-54.63539739121795,Misiones
50,50,545.0,TINOGASTA ENARS,TINO,termicas,15.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.048412031473177,-67.56631478009868,Catamarca
51,51,551.0,TEREVINTOS ENAR,TERV,termicas,8.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.428658583668245,-65.78755002634054,Catamarca
52,52,426.0,CATAMARC DELIV,CATD,termicas,21.56,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.47078762520278,-65.76481966926895,Catamarca
53,53,549.0,INTA CATAM ENAR,INTA,termicas,7.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.473599650317333,-65.72762238091958,Catamarca
54,54,550.0,P.IND.CAT ENARS,PICA,termicas,15.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.53378233388732,-65.80011648191226,Catamarca
55,55,624.0,VILLA OCAMPO,OCAM,termicas,47.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.515988403969104,-59.345109856793925,Santa Fe
56,56,739.0,C.T. AVELLANEDA. SANTA FE,AVEL,termicas,6.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-29.11793082200294,-59.640749460535794,Santa Fe
57,57,552.0,CERES    ENARSA,CERE,termicas,18.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-29.888349704400405,-61.92967504701437,Santa Fe
58,58,433.0,RAFAELA,RAFA,termicas,19.2,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.255529536965128,-61.5204279231104,Santa Fe
59,59,480.0,BRIGAD. LOPEZ,BLOP,termicas,280.5,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.71020188776973,-60.78028145946373,Santa Fe
60,60,411.0,CT TIMBUES(GSMA,TIMB,termicas,865.14,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.57768852237226,-60.79080460049413,Santa Fe
61,61,569.0,CT VUELTA OBLIG,VOBL,termicas,860.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.58017874896623,-60.79029659544384,Santa Fe
62,62,621.0,RENOVA ALBANESI,RENO,termicas,165.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.587162909072084,-60.792430098876864,Santa Fe
63,63,623.0,CAÑADA DE GOMEZ,CGOM,termicas,64.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.76223101754864,-61.452018967701946,Santa Fe
64,64,716.0,COG Terminal 6,TER6,termicas,391.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.6647018974483,-60.75010667957493,Santa Fe
65,65,406.0,MOLINOS AUTOG.,MOLI,termicas,27.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.7744477297727,-60.72391430442102,Santa Fe
66,66,,SULFACID,,termicas,15.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.78564883734042,-60.721274282337056,Santa Fe
67,67,6.0,SORRENTO,SORR,termicas,217.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.90512697874819,-60.68026732192212,Santa Fe
68,68,622.0,PEREZ SECCO,PERZ,termicas,76.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.01918171860095,-60.82490444244005,Santa Fe
69,69,812.0,C.T. VENADO TUERTO. BG. SEEDS ENERGY,VTBG,termicas,2.1,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.69562318326106,-62.04078037647153,Santa Fe
70,70,434.0,V. TUERTO DELIV,VTUD,termicas,19.2,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.77731729086674,-61.95458705332968,Santa Fe
71,71,588.0,RUFINO STA FE,RUFI,termicas,31.9,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.2618968158737,-62.6887472874911,Santa Fe
72,72,589.0,LA PAZ E.RIOS,LPAZ,termicas,10.8,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-30.750375060533976,-59.60168914245569,Entre Ríos
73,73,591.0,S.SALVADOR ERIO,SSAL,termicas,10.8,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.61058455746713,-58.48812013630496,Entre Ríos
74,74,490.0,VIALE E. RÍOS,VIAL,termicas,10.0,LIT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.8980293801244,-60.01640975381919,Entre Ríos
75,75,791.0,C.T. POLLOS SAN MATEO,PSMA,termicas,2.8,CEN,2022-06-22T03:00:00Z,9999-12-31T03:00:00Z,-31.16749476982134,-64.13003128679588,Córdoba
76,76,791.0,C.T. POLLOS SAN MATEO,PSMA,termicas,2.8,CEN,2022-06-22T03:00:00Z,9999-12-31T03:00:00Z,-31.16749476982134,-64.13003128679588,Córdoba
77,77,41.0,SUD OESTE,SOES,termicas,100.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.46289724594381,-64.23932382266368,Córdoba
78,78,375.0,MARIO SEVESO,MSEV,termicas,30.8,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.42027497653252,-63.03897686931287,Córdoba
79,79,45.0,SAN FRANCISCO,SFRA,termicas,39.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.43834872105571,-62.11119086496886,Córdoba
80,80,811.0,C.T. VILLA DEL ROSARIO,VROS,termicas,1.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.57709346049365,-63.55289426850588,Córdoba
81,81,39.0,PILAR,PILA,termicas,484.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.667756704896952,-63.834031361411554,Córdoba
82,82,773.0,C.T.  LAS JUNTURAS,JUNT,termicas,0.6,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.829739302438227,-63.43115282165587,Córdoba
83,83,478.0,13 DE JULIO,RTER,termicas,26.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.161097959487954,-64.15429200061736,Córdoba
84,84,628.0,RÍO TERC SOENER,SERT,termicas,60.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.160605284187504,-64.15474605044619,Córdoba
85,85,662.0,V.MARIA UENSA,VMA2,termicas,254.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.42618244963359,-63.17426387669559,Córdoba
86,86,42.0,VILLA MARIA,VMAR,termicas,48.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.43139299279351,-63.19264457534719,Córdoba
87,87,567.0,M. JUAREZ EPEC,MJUA,termicas,13.16,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.705442171247114,-62.1139174040138,Córdoba
88,88,429.0,BELL VILLE,BVIL,termicas,15.6,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.610141901725015,-62.6858848494043,Córdoba
89,89,802.0,C.T. TICINO BIOMASA S.A.,TICI,termicas,4.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.69990583018571,-63.43382899528878,Córdoba
90,90,790.0,C.T. PRODEMAN BIOENERGIA,PROD,termicas,10.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.794087217387805,-63.865332141587785,Córdoba
91,91,762.0,C.T. GIGENA I,GIG1,termicas,1.2,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-32.785749299845754,-64.19520968997988,Córdoba
92,92,416.0,ISLA VERDE,ISVE,termicas,24.5,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.24205929319496,-62.393857765861945,Córdoba
93,93,675.0,BIO R.Cuarto 1,BRC1,termicas,2.4,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.184545475193794,-64.38489041322177,Córdoba
94,94,676.0,BIO R.Cuarto 2,BRC2,termicas,1.2,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.18048749252138,-64.38193985989425,Córdoba
95,95,102.0,MARANZANA,MMAR,termicas,348.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.1607282255964,-64.36470590075008,Córdoba
96,96,798.0,C.T. BIOGENERADORA SANTA CATALINA. CORDOBA,SCAB,termicas,2.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.22001450182905,-64.44713603842355,Córdoba
97,97,43.0,LEVALLE,LEVA,termicas,64.28,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.03603047381026,-63.92190366027505,Córdoba
98,98,571.0,CB YANQUETRUZ,YANQ,termicas,1.5,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.378338509473345,-65.56970635520656,San Luis
99,99,772.0,C.T. BIO JUSTO DARACT,JDAR,termicas,1.1,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.913324365114384,-65.17503185990556,San Luis
100,100,868.0,C.T. TIGONBU,TIGO,termicas,2.0,CEN,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.816403018717125,-65.26721309391306,San Luis
101,101,485.0,CHILECITO ENARS,CHLE,termicas,10.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-29.15725167260372,-67.50740879264562,La Rioja
102,102,426.0,CATAMARC DELIV,CATD,termicas,21.56,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.47078762520278,-65.76481966926895,Catamarca
103,103,549.0,INTA CATAM ENAR,INTA,termicas,7.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.473599650317333,-65.72762238091958,Catamarca
104,104,551.0,TEREVINTOS ENAR,TERV,termicas,8.0,NOA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-28.428658583668245,-65.78755002634054,Catamarca
105,105,28.0,SARMIENTO SJ,SARC,termicas,30.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-31.512829159703934,-68.53992484576321,San Juan
106,106,26.0,LUJAN DE CUYO,LDCU,termicas,571.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.05568314300123,-68.98082787778036,Mendoza
107,107,27.0,CRUZ DE PIEDRA,CDPI,termicas,14.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.034575534537304,-68.79576153088098,Mendoza
108,108,620.0,CT ANCHORI METH,ANCH,termicas,40.0,CUY,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-33.313076562606426,-68.89147389728208,Mendoza
109,109,413.0,ALUAR,ALUAR,termicas,786.4,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-42.73785022123399,-65.05389714454911,Chubut
110,110,,C.T. Manantiales Behr II,,termicas,58.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-45.66145399842066,-67.8071595921762,Chubut
111,111,390.0,C.T. PATAGONIA,PATA,termicas,125.1,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-45.79263115301527,-67.51355696711734,Chubut
112,112,383.0,CDRO RIVADAVIA,CRIV,termicas,73.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-45.81514536056829,-67.44448552495321,Chubut
113,113,386.0,ELECTROPAT.,ELEP,termicas,63.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-45.81514205470639,-67.44260587156654,Chubut
114,114,385.0,YPF LOS PERALES,YPFA,termicas,77.6,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-46.19666082436253,-69.26535142807613,Santa Cruz
115,115,558.0,HUEMUL SINOPEC,HUEM,termicas,29.67,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-46.56437010691216,-68.34058498696302,Santa Cruz
116,116,590.0,MESETA ESPINOSA,MESE,termicas,8.6,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-46.585336299174045,-67.70106412651472,Santa Cruz
117,117,388.0,PICO TRUNCADO 1,PTR1,termicas,45.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-46.784503010467205,-67.95030779152229,Santa Cruz
118,118,593.0,RIO TURBIO,RTUR,termicas,240.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-51.54611976419772,-72.23114285618756,Santa Cruz
119,119,608.0,RIO CHICO,RCHI,termicas,106.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-51.66708814336609,-69.21646692792166,Santa Cruz
120,120,,RIO CHICO DI,,termicas,12.0,PAT,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-51.64554640346646,-69.23172530212888,Santa Cruz
121,121,496.0,BARILOCHE ENARS,BARI,termicas,20.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-41.158335198607126,-71.25252885406267,Río Negro
122,122,107.0,TERMOROCA,ROCA,termicas,192.53,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.94593520801572,-67.60085988105223,Río Negro
123,123,,IMEXTRADE,,termicas,6.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.836776465244085,-68.03890892677383,Río Negro
124,124,456.0,CIPOLLETI (ENA,CIPO,termicas,5.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.91333026726931,-67.9417414845449,Río Negro
125,125,2.0,ALTO VALLE,AVAL,termicas,96.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.95215988540009,-68.02181580567742,Neuquén
126,126,3.0,AGUA DEL CAJON,ACAJ,termicas,184.1,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.93631045394287,-68.35730714771748,Neuquén
127,127,363.0,CAPEX AUTOPROD.,CAPE,termicas,477.1,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.93647994132438,-68.35545505069116,Neuquén
128,128,263.0,PLAZA HUINCUL,PHUI,termicas,36.83,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.93034179080067,-69.16853418631372,Neuquén
129,129,596.0,LOMA CAMPANA,LCAM,termicas,105.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.3595604538842,-68.71482423581212,Neuquén
130,130,650.0,Loma Campana 2,LCA2,termicas,105.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.35980125105822,-68.71483939368554,Neuquén
131,131,855.0,CT LOMA DE LA LATA MOTORES,LDLM,termicas,15.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.510974439702274,-68.60637825899376,Neuquén
132,132,97.0,CT NEUQUEN,LDLA,termicas,645.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.51265797655148,-68.60617036417187,Neuquén
133,133,346.0,ENTRE LOMAS,ELOM,termicas,23.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-38.18434746405143,-68.11959353798906,Río Negro
134,134,243.0,P.HERNANDEZ YPF,PHDZ,termicas,40.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.33092176417415,-69.2774661005121,Neuquén
135,135,472.0,AG. LOMITAS,ALOM,termicas,20.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.33331255052801,-69.22869568927835,Neuquén
136,136,4.0,FILO MORADO,FILO,termicas,62.9,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.27471442493732,-69.6525010991813,Neuquén
137,137,360.0,EL TRAPIAL,TRAP,termicas,18.5,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.367848821606536,-69.28052334326335,Neuquén
138,138,,USINA CAMPAMENTO,,termicas,20.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.36876483717469,-69.28175013096133,Neuquén
139,139,733.0,C.T. AB ENERGIA. 25 DE MAYO . LA PAMPA,ABBG,termicas,2.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-37.90198461088866,-67.71559053575966,La Pampa
140,140,487.0,REALICO,REAL,termicas,24.0,COM,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-35.05513951236685,-64.25239478181084,La Pampa
141,141,629.0,CT MATHEU III,MAT3,termicas,264.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.397226672750335,-58.83529492615386,Buenos Aires
142,142,615.0,PILAR BSAS,PILB,termicas,96.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.40322092715038,-58.96605226011374,Buenos Aires
143,143,882.0,C.T. BIOGAS SAN MARTIN NORTE III D,SM3D,termicas,5.1,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.52089509111176,-58.62705924893909,Buenos Aires
144,144,520.0,S.MIGUEL N ENAR,SMIG,termicas,11.5,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.5260674382151,-58.61816251093551,Buenos Aires
145,145,221.0,C.T. GENELBA,GEBA,termicas,1042.0,GBA,2015-01-01T03:00:00Z,9999-12-01T03:00:00Z,-34.90221111784421,-58.73347259132582,Buenos Aires
